Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHA Series,HHASet,Interact,Tag,Catalog,Filename,VariantID,InternalID,UniqueEntryID
imperial dining lantern,https://acnhcdn.com/acdb/wall-mounted/FtrChineseLampWall_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,19000,4750,Red,Yellow,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,shop,zen-style,None,imperial dining,Yes,Lamp,For sale,FtrChineseLampWall_Remake_3_0,3_0,8415,SE7mBdQAYSwZGvuq7
intercom monitor,https://acnhcdn.com/acdb/wall-mounted/FtrIntercom.png,NA,NA,NA,NA,No,No,No,NA,860,215,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,For sale,FtrIntercom,NA,3399,3oLMxaMTetGEquJqh
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_0_0.png,Black,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Black,Black,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_0_0,0_0,4752,8bmHCjJaEKEs8Jcwi
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_1_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,1500,White,White,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_1_0,1_0,4752,D8ni825m3GWxwQKv9
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Blue,Blue,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_2_0,2_0,4752,qeSZKX9Y8GMv6cCxE
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_3_0.png,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Gray,Gray,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_3_0,3_0,4752,3iwvyarFQrSWdHiPW
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_4_0.png,Ash brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Beige,Beige,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_4_0,4_0,4752,AgfGgDBWg5w96Szec
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_5_0.png,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Yellow,Yellow,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_5_0,5_0,4752,cJH6ZBwA7hYhEYRe4
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_6_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Orange,Orange,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_6_0,6_0,4752,kniB4PPXCJsLPWqfS
iron doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentIron_Remake_7_0.png,Brown,Color,NA,NA,Yes,Yes,No,1,NFS,1500,Brown,Brown,1x1 ,Crafting,,1.0.0,living room,None,iron,None,No,House Door Decor,Not for sale,FtrDoorOrnamentIron_Remake_7_0,7_0,4752,c72kTdRFSyCC8wPrv
iron wall lamp,https://acnhcdn.com/acdb/wall-mounted/FtrIronLampW_Remake_0_0.png,Black,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,Black,Black,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,Yes,Lamp,Not for sale,FtrIronLampW_Remake_0_0,0_0,3559,GGEo4iYWTQ83wfzFG
iron wall lamp,https://acnhcdn.com/acdb/wall-mounted/FtrIronLampW_Remake_1_0.png,White,Body color,NA,NA,Yes,Yes,No,5,NFS,3400,White,White,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,Yes,Lamp,Not for sale,FtrIronLampW_Remake_1_0,1_0,3559,mWS3p4BbybkxAf9qq
iron wall rack,https://acnhcdn.com/acdb/wall-mounted/FtrIronShelfW_Remake_0_0.png,Black,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,Black,Gray,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,No,Shelf,Not for sale,FtrIronShelfW_Remake_0_0,0_0,3562,RtqKrio5AzxSXrtR6
iron wall rack,https://acnhcdn.com/acdb/wall-mounted/FtrIronShelfW_Remake_1_0.png,White,Body color,NA,NA,Yes,Yes,No,4,NFS,2450,White,Gray,1x1 ,Crafting,,1.0.0,living room,garage,iron,None,No,Shelf,Not for sale,FtrIronShelfW_Remake_1_0,1_0,3562,rZ7WRonzrHopTMqB4
ironwood clock,https://acnhcdn.com/acdb/wall-mounted/FtrIronwoodClockW_Remake_0_0.png,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Beige,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,Not for sale,FtrIronwoodClockW_Remake_0_0,0_0,3275,vNKBuJATboP4WJc5J
ironwood clock,https://acnhcdn.com/acdb/wall-mounted/FtrIronwoodClockW_Remake_1_0.png,Teak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,Not for sale,FtrIronwoodClockW_Remake_1_0,1_0,3275,zmzEqh5vjj5RQwqcK
ironwood clock,https://acnhcdn.com/acdb/wall-mounted/FtrIronwoodClockW_Remake_2_0.png,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,Not for sale,FtrIronwoodClockW_Remake_2_0,2_0,3275,fCsjzpfLvToKtc4nB
ironwood clock,https://acnhcdn.com/acdb/wall-mounted/FtrIronwoodClockW_Remake_3_0.png,Old,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Brown,Black,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,Not for sale,FtrIronwoodClockW_Remake_3_0,3_0,3275,47Ra3WcTeNPgqHCnY
ironwood clock,https://acnhcdn.com/acdb/wall-mounted/FtrIronwoodClockW_Remake_4_0.png,Oak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1740,Orange,White,1x1 ,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Clock,Not for sale,FtrIronwoodClockW_Remake_4_0,4_0,3275,MozZeSXja3QephxQa
key holder,https://acnhcdn.com/acdb/wall-mounted/FtrKeyhanger_Remake_0_0.png,Dark wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Brown,Brown,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,Not for sale,FtrKeyhanger_Remake_0_0,0_0,3992,mYSFGJ3EvfN65AxFk
key holder,https://acnhcdn.com/acdb/wall-mounted/FtrKeyhanger_Remake_1_0.png,Brown wood,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Beige,Beige,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,Not for sale,FtrKeyhanger_Remake_1_0,1_0,3992,mjemGmkyrZnabhRHo
key holder,https://acnhcdn.com/acdb/wall-mounted/FtrKeyhanger_Remake_2_0.png,White,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,White,White,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,Not for sale,FtrKeyhanger_Remake_2_0,2_0,3992,GNDXQmdfgZJPD6ebE
key holder,https://acnhcdn.com/acdb/wall-mounted/FtrKeyhanger_Remake_3_0.png,Black,Body color,NA,NA,Yes,Yes,No,2,NFS,1110,Black,Black,1x1 ,Crafting,,1.0.0,garage,living room,None,None,No,Facility Decor,Not for sale,FtrKeyhanger_Remake_3_0,3_0,3992,Dygq8pkpSW8QePpYg
Leo sculpture,https://acnhcdn.com/acdb/wall-mounted/FtrZodiacLeo.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,21975,White,Yellow,1x1 ,Crafting,,1.0.0,expensive,None,stars,None,No,Sculpture,Not for sale,FtrZodiacLeo,NA,5964,WWysMfHGukSAM2Qph
lily wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathYuri.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathYuri,NA,5641,zxaMEH6t7K7emezta
log wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrLogClockWall_Remake_0_0.png,Dark wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Brown,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,Not for sale,FtrLogClockWall_Remake_0_0,0_0,4037,mz684LXNfkspZDLDf
log wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrLogClockWall_Remake_1_0.png,Orange wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Orange,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,Not for sale,FtrLogClockWall_Remake_1_0,1_0,4037,HvQyCt84xohvzGnzo
log wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrLogClockWall_Remake_2_0.png,White wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,Beige,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,Not for sale,FtrLogClockWall_Remake_2_0,2_0,4037,BjGQNh6EjAswWu4hT
log wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrLogClockWall_Remake_3_0.png,White birch,Lumber type,NA,NA,Yes,Yes,No,2,NFS,990,White,Beige,1x1 ,Crafting,,1.0.0,garden,living room,log,None,Yes,Clock,Not for sale,FtrLogClockWall_Remake_3_0,3_0,4037,FppjfiWfciM7Lna2P
macrame tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrMacrametapestry_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,840,210,Beige,Beige,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrMacrametapestry_Remake_0_0,0_0,4119,xLHFMTMSb7wSuaj6i
macrame tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrMacrametapestry_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,840,210,Green,Green,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrMacrametapestry_Remake_1_0,1_0,4119,4SzJX5waNijmGpw9F
macrame tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrMacrametapestry_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,840,210,Beige,Pink,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrMacrametapestry_Remake_2_0,2_0,4119,L8qkZyvoDRGY8Z8Ku
macrame tapestry,https://acnhcdn.com/acdb/wall-mounted/FtrMacrametapestry_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,840,210,Beige,Light blue,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Supplies,For sale,FtrMacrametapestry_Remake_3_0,3_0,4119,4TuY3aK2s3LimFNoS
magnetic knife rack,https://acnhcdn.com/acdb/wall-mounted/FtrKniferackWall_Remake_0_0.png,Stainless steel,NA,NA,NA,No,No,No,NA,1400,350,Gray,Black,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrKniferackWall_Remake_0_0,0_0,4118,utM3v57qgymPACujB
magnetic knife rack,https://acnhcdn.com/acdb/wall-mounted/FtrKniferackWall_Remake_1_0.png,Wooden,NA,NA,NA,No,No,No,NA,1400,350,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrKniferackWall_Remake_1_0,1_0,4118,T74q3Ea6zWxcZQTEd
magnetic knife rack,https://acnhcdn.com/acdb/wall-mounted/FtrKniferackWall_Remake_2_0.png,Pop,NA,NA,NA,No,No,No,NA,1400,350,Orange,Colorful,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrKniferackWall_Remake_2_0,2_0,4118,A2WGBqWHo9sA7tp2W
mantis-head model,https://acnhcdn.com/acdb/wall-mounted/FtrInsectKamakiriFace.png,NA,NA,NA,NA,No,No,No,NA,1500,375,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,No,Special Insect,For sale,FtrInsectKamakiriFace,NA,11098,MB6ck2v9T8Y42ZyGR
mobile,https://acnhcdn.com/acdb/wall-mounted/FtrMobile_Remake_0_0.png,Hot air balloons,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,For sale,FtrMobile_Remake_0_0,0_0,9565,bMEzNi4ZSo3ZPyBnF
mobile,https://acnhcdn.com/acdb/wall-mounted/FtrMobile_Remake_1_0.png,Sheep,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,For sale,FtrMobile_Remake_1_0,1_0,9565,9JEvGjWQrgL375ycv
mobile,https://acnhcdn.com/acdb/wall-mounted/FtrMobile_Remake_2_0.png,Ocean creatures,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,For sale,FtrMobile_Remake_2_0,2_0,9565,mB2ar9nB67m6hTm7K
mobile,https://acnhcdn.com/acdb/wall-mounted/FtrMobile_Remake_3_0.png,Space,NA,NA,NA,No,No,No,NA,780,195,Colorful,Colorful,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,For sale,FtrMobile_Remake_3_0,3_0,9565,7scDFwtSabzfahkvJ
mobile,https://acnhcdn.com/acdb/wall-mounted/FtrMobile_Remake_4_0.png,Gorgeous,NA,NA,NA,No,No,No,NA,780,195,Orange,Gray,1x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,child's room,fancy,None,None,Yes,Supplies,For sale,FtrMobile_Remake_4_0,4_0,9565,GvgQ3SmQY4yvu8djk
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_0_0.png,Still Life,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_0_0,0_0,7139,yo9motrTZdsi62wAq
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_1_0.png,Street with Trees,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Beige,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_1_0,1_0,7139,ngzzKQdyD9zhXaKMF
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_2_0.png,Nostalgia,Art,NA,NA,No,Yes,No,NA,NFS,88,White,Black,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_2_0,2_0,7139,xDMmWCHrvonjL5YGu
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_3_0.png,Angel,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_3_0,3_0,7139,22zuXPgM8uQw7CGeB
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_4_0.png,Sweet Roses,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_4_0,4_0,7139,3CMupS6GdJ9J2jJbt
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_5_0.png,Field of Flowers,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,White,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_5_0,5_0,7139,JqDA6bBmadaLF9cDZ
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_6_0.png,Dog,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_6_0,6_0,7139,ihDeH8TdgRtew8tEG
Mom's art,https://acnhcdn.com/acdb/wall-mounted/FtrMomArt_Remake_7_0.png,Blooming,Art,NA,NA,No,Yes,No,NA,NFS,88,Colorful,White,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomArt_Remake_7_0,7_0,7139,nAHXRLWs3Lmpa8aH8
Mom's embroidery,https://acnhcdn.com/acdb/wall-mounted/FtrMomEmbroidery_Remake_0_0.png,Flowers,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Yellow,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomEmbroidery_Remake_0_0,0_0,7145,TbXL3d8sfck28KBGM
Mom's embroidery,https://acnhcdn.com/acdb/wall-mounted/FtrMomEmbroidery_Remake_1_0.png,Bird,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Orange,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomEmbroidery_Remake_1_0,1_0,7145,Y7DgNiXjdr7YgKCZ8
Mom's embroidery,https://acnhcdn.com/acdb/wall-mounted/FtrMomEmbroidery_Remake_2_0.png,Bouquet,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomEmbroidery_Remake_2_0,2_0,7145,gQCeqavpxLFdSGund
Mom's embroidery,https://acnhcdn.com/acdb/wall-mounted/FtrMomEmbroidery_Remake_3_0.png,Girl,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Pink,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomEmbroidery_Remake_3_0,3_0,7145,y9QqngAQvRFHocS9M
Mom's embroidery,https://acnhcdn.com/acdb/wall-mounted/FtrMomEmbroidery_Remake_4_0.png,Fairy tale,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Green,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomEmbroidery_Remake_4_0,4_0,7145,zRXaEpNJJSbKwB5s5
Mom's embroidery,https://acnhcdn.com/acdb/wall-mounted/FtrMomEmbroidery_Remake_5_0.png,Trees,Design,NA,NA,No,Yes,No,NA,NFS,88,Colorful,Brown,1x1 ,Mom,,1.0.0,living room,fancy,motherly,None,No,Supplies,Not for sale,FtrMomEmbroidery_Remake_5_0,5_0,7145,CAY2n7EhQSME2AnSh
mounted black bass,https://acnhcdn.com/acdb/wall-mounted/FtrFishBlackbassWall.png,NA,NA,NA,NA,No,No,No,NA,1300,325,Green,Beige,1x0.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,facility,None,None,No,Special Fish,For sale,FtrFishBlackbassWall,NA,11127,Qavtu3AuS8rgdNTEj
mounted blue marlin,https://acnhcdn.com/acdb/wall-mounted/FtrFishKajikiWall.png,NA,NA,NA,NA,No,No,No,NA,5000,1250,Blue,Gray,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,ocean,facility,None,None,No,Special Fish,For sale,FtrFishKajikiWall,NA,11128,2aHZtZ6kJewzjcPft
mum wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathMum.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Yellow,White,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathMum,NA,5467,R39eBwKXSm8iPLupv
mushroom wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathMushroom.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1500,Beige,Brown,1x1,Crafting,Mushroom seasonal DIY,1.0.0,garden,None,mush,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathMushroom,NA,4726,hEi3Kjr3joNZ9372X
natural mum wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathMumRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4800,Green,Green,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathMumRare,NA,5768,JApYT62qXnRJdrN6E
orange wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrFruitsClockW_Remake_0_0.png,Orange,Fruit type,NA,NA,Yes,Yes,No,3,NFS,2240,Orange,Orange,1x1 ,Crafting,,1.0.0,fancy,None,fruits,orange,Yes,Clock,Not for sale,FtrFruitsClockW_Remake_0_0,0_0,3976,DDTj9pSTogxWWT7xE
orange wall-mounted clock,https://acnhcdn.com/acdb/wall-mounted/FtrFruitsClockW_Remake_1_0.png,Blood orange,Fruit type,NA,NA,Yes,Yes,No,3,NFS,2240,Red,Red,1x1 ,Crafting,,1.0.0,fancy,None,fruits,orange,Yes,Clock,Not for sale,FtrFruitsClockW_Remake_1_0,1_0,3976,r8wSzngNjYkGQ8qgv
ornament mobile,https://acnhcdn.com/acdb/wall-mounted/FtrOrnamentMobile_Remake_0_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1,NFS,340,Colorful,Brown,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,FtrOrnamentMobile_Remake_0_0,0_0,6818,EBJQx6sRmZMZMLpKr
ornament mobile,https://acnhcdn.com/acdb/wall-mounted/FtrOrnamentMobile_Remake_1_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,340,Blue,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,FtrOrnamentMobile_Remake_1_0,1_0,6818,MHGi8BfRedg39mzoF
ornament mobile,https://acnhcdn.com/acdb/wall-mounted/FtrOrnamentMobile_Remake_2_0.png,Red,Color,NA,NA,Yes,Yes,No,1,NFS,340,Red,White,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,FtrOrnamentMobile_Remake_2_0,2_0,6818,sHPGXufduxR9NqX45
ornament mobile,https://acnhcdn.com/acdb/wall-mounted/FtrOrnamentMobile_Remake_3_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,340,Pink,Pink,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,FtrOrnamentMobile_Remake_3_0,3_0,6818,gkS5B5jzA6kEWjtXe
ornament mobile,https://acnhcdn.com/acdb/wall-mounted/FtrOrnamentMobile_Remake_4_0.png,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,340,Yellow,Brown,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,FtrOrnamentMobile_Remake_4_0,4_0,6818,nnXoHWxC58s7Q27MW
ornament mobile,https://acnhcdn.com/acdb/wall-mounted/FtrOrnamentMobile_Remake_5_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,340,White,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,party,fancy,festive,None,Yes,Seasonal Decor,Not for sale,FtrOrnamentMobile_Remake_5_0,5_0,6818,beNExeXHRdJYaqwhQ
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_0_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,800,Light blue,Blue,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_0_0,0_0,4377,wedAF6DvCg9onv4o9
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_1_0.png,Gold,Color,NA,NA,Yes,Yes,No,1,NFS,800,Yellow,Orange,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_1_0,1_0,4377,B75wAEeCnxH8NAkt9
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_2_0.png,Silver,Color,NA,NA,Yes,Yes,No,1,NFS,800,Gray,White,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_2_0,2_0,4377,oFrZjY3NNn4HLxPKp
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_3_0.png,Green,Color,NA,NA,Yes,Yes,No,1,NFS,800,Green,Yellow,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_3_0,3_0,4377,o9zcqpWGMChmaZNJp
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_4_0.png,Red,Color,NA,NA,Yes,Yes,No,1,NFS,800,Red,Yellow,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_4_0,4_0,4377,yfrb7vi54SQFStvAH
