Name,Image,Variation,DIY,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,Style,Label Themes,Catalog,Filename,InternalID,UniqueEntryID
reindeer sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLReindeer1.png,Brown,No,1680,420,Brown,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLReindeer1,7740,G7g3z6ZZBKxyqkCN6
reindeer sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLReindeer2.png,Red,No,1680,420,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; comfy,For sale,TopsTexTopOuterLReindeer2,7741,ud9zeh9YZceNLCXJf
short peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLPcoat0.png,Black,No,1680,420,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLPcoat0,3688,QysCQuiReNyE9yogp
short peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLPcoat1.png,Navy blue,No,1680,420,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLPcoat1,9291,8KomTLFfPjtH8McyM
short peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLPcoat2.png,Beige,No,1680,420,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLPcoat2,9292,PNEWHGctnrEmZEnDi
short peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLPcoat3.png,Orange,No,1680,420,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLPcoat3,9293,JD7EjwZjqZLun54co
short peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLPcoat4.png,Green,No,1680,420,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLPcoat4,9294,LXG7MCEMft9D6XMiB
short peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLPcoat5.png,Gray,No,1680,420,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLPcoat5,9295,MecbP9EmBGnXQMZ8m
short peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLPcoat6.png,Pink,No,1680,420,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLPcoat6,9296,RJQqqsKXikF7CgQRY
skiwear,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSki0.png,Blue,No,1680,420,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; sporty,For sale,TopsTexTopYshirtsLSki0,4448,g4fvcWho3ZH93Wwok
skiwear,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSki1.png,Light blue,No,1680,420,Light blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; sporty,For sale,TopsTexTopYshirtsLSki1,7600,YvQEGjnp4z2iHKeiw
skiwear,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSki2.png,Purple,No,1680,420,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; sporty,For sale,TopsTexTopYshirtsLSki2,7601,6oC2ucsh444i4ycMS
skiwear,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSki3.png,Green,No,1680,420,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; sporty,For sale,TopsTexTopYshirtsLSki3,7602,szzdeXrah4xGE9wQm
skiwear,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSki4.png,Red,No,1680,420,Red,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; sporty,For sale,TopsTexTopYshirtsLSki4,7603,yAk54FYcv96Pp4qAp
skiwear,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSki5.png,Ruby red,No,1680,420,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy; sporty,For sale,TopsTexTopYshirtsLSki5,7604,CqMMuzTkgTYx7Wqcb
space parka,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLSpaceparker0.png,Blue,No,1680,420,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,party; comfy; sporty; theatrical,For sale,TopsTexTopOuterLSpaceparker0,4418,RKu83zEuZKMuoLw5x
space parka,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLSpaceparker1.png,Purple,No,1680,420,Purple,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cool,party; comfy; sporty; theatrical,For sale,TopsTexTopOuterLSpaceparker1,7605,Noym3aFiEvkC5dXtj
trench coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLTrench0.png,Beige,No,1680,420,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal; work,For sale,TopsTexTopCoatLTrench0,2402,LZzoavieA5mTpq8pZ
trench coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLTrench1.png,Light blue,No,1680,420,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal; work,For sale,TopsTexTopCoatLTrench1,9284,ruR4hBKpNmJkuZtuY
trench coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLTrench2.png,Red,No,1680,420,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal; work,For sale,TopsTexTopCoatLTrench2,9285,YRtqpkC7Ro86zqBwQ
trench coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLTrench3.png,Orange,No,1680,420,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal; work,For sale,TopsTexTopCoatLTrench3,9286,Wx8pQEWX9PxhvdJHd
trench coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLTrench4.png,Navy blue,No,1680,420,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal; work,For sale,TopsTexTopCoatLTrench4,9287,2DurL44iMsMqwGKSm
tweed jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTweed0.png,Brown,No,1680,420,Brown,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal,For sale,TopsTexTopYshirtsLTweed0,3706,L6qeeriM3zE7HqW25
tweed jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTweed1.png,Blue,No,1680,420,Blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal,For sale,TopsTexTopYshirtsLTweed1,8121,igd3MKNFq4QdCaicN
tweed jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTweed2.png,Beige,No,1680,420,Beige,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal,For sale,TopsTexTopYshirtsLTweed2,8122,Wjft98dviQfxJWNbt
tweed jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTweed3.png,Berry red,No,1680,420,Red,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal,For sale,TopsTexTopYshirtsLTweed3,8123,mgzvanRKTnrTMLq5x
tweed jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTweed4.png,Green,No,1680,420,Green,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal,For sale,TopsTexTopYshirtsLTweed4,8124,nbvdg9tuS4rmp7por
tweed jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLTweed5.png,Pink,No,1680,420,Pink,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Elegant,everyday; formal,For sale,TopsTexTopYshirtsLTweed5,8125,9Bv7G8TyR7zdBGRYe
biker jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLRiders0.png,Black,No,1750,437,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,everyday; outdoorsy; theatrical,For sale,TopsTexTopYshirtsLRiders0,3198,evbChpmd6EcLcM3Tz
biker jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLRiders1.png,Brown,No,1750,437,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,everyday; outdoorsy; theatrical,For sale,TopsTexTopYshirtsLRiders1,8559,hWrrNDEHNvMb7frrA
biker jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLRiders2.png,Beige,No,1750,437,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,everyday; outdoorsy; theatrical,For sale,TopsTexTopYshirtsLRiders2,8560,ha4hWKpn4CiAXqN3C
biker jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLRiders3.png,Red,No,1750,437,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,everyday; outdoorsy; theatrical,For sale,TopsTexTopYshirtsLRiders3,8561,4PQfMkGAWJbGRABFb
biker jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLRiders4.png,Blue,No,1750,437,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,everyday; outdoorsy; theatrical,For sale,TopsTexTopYshirtsLRiders4,8562,B2zPcdArK6waMjoBz
biker jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLRiders5.png,Yellow,No,1750,437,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,everyday; outdoorsy; theatrical,For sale,TopsTexTopYshirtsLRiders5,8563,ccT7cJJhSKR8XfXdL
hawk jacket,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLSukajanhawkRed.png,NA,No,1750,437,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy,For sale,TopsTexTopOuterLSukajanhawkRed,4343,kidpbtewRoQMeLnYG
tiger jacket,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLSukajantigerGreen.png,NA,No,1750,437,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy,For sale,TopsTexTopOuterLSukajantigerGreen,3253,PQQm9SwKwsr7tiHMW
waistcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGilet0.png,Gray,No,1750,437,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,formal; work,For sale,TopsTexTopYshirtsLGilet0,3339,M2Z8RZ9Sxq58dtnAa
waistcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGilet1.png,Black,No,1750,437,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,formal; work,For sale,TopsTexTopYshirtsLGilet1,8266,5MkCwiNpKxBMMZhQx
waistcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGilet2.png,Beige,No,1750,437,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,formal; work,For sale,TopsTexTopYshirtsLGilet2,8267,vNnbhFv3qirrpm9nR
waistcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGilet3.png,White,No,1750,437,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,formal; work,For sale,TopsTexTopYshirtsLGilet3,8268,XoZm6FMcTup467ofc
waistcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLGilet4.png,Navy blue,No,1750,437,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,formal; work,For sale,TopsTexTopYshirtsLGilet4,8269,ivWgXSExSYAc8zFEf
fischerhemd,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLFischerhemdBlue.png,NA,No,1800,450,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,outdoorsy; vacation; work,For sale,TopsTexTopYshirtsLFischerhemdBlue,5658,tMByLq3jkhDNDB2vu
holiday sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLChristmas0.png,Green,No,1800,450,Green,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; comfy,For sale,TopsTexTopOuterLChristmas0,5382,RznZTtTckEgJ3AAGx
holiday sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLChristmas1.png,Red,No,1800,450,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; comfy,For sale,TopsTexTopOuterLChristmas1,7846,4viun9fgQyGDSbiqA
holiday sweater,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLChristmas2.png,Blue,No,1800,450,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Cute,party; comfy,For sale,TopsTexTopOuterLChristmas2,7847,3TJvppXRWy2r7Kr3A
kung-fu tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHKungfu0.png,Navy blue,No,1800,450,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; sporty,For sale,TopsTexTopTshirtsHKungfu0,2781,sAQrssDRFBF3ecEyu
kung-fu tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHKungfu1.png,White,No,1800,450,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; sporty,For sale,TopsTexTopTshirtsHKungfu1,9131,P77u6cXpkGpLwMcKD
kung-fu tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHKungfu2.png,Light blue,No,1800,450,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; sporty,For sale,TopsTexTopTshirtsHKungfu2,9132,7aczsHR67bo3g9SRK
kung-fu tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHKungfu3.png,Yellow,No,1800,450,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; sporty,For sale,TopsTexTopTshirtsHKungfu3,9133,EHPnyaH7SkJh5jubS
kung-fu tee,https://acnhcdn.com/acdb/tops/TopsTexTopTshirtsHKungfu4.png,Green,No,1800,450,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,everyday; sporty,For sale,TopsTexTopTshirtsHKungfu4,9134,DkwMzKypTjAKSuyKt
old-school jacket,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRepresent0.png,Red,No,1800,450,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,theatrical,For sale,TopsTexTopOuterLRepresent0,5292,jpqP7LhNbv7CkuJjD
old-school jacket,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRepresent1.png,Green,No,1800,450,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,theatrical,For sale,TopsTexTopOuterLRepresent1,7620,C2rj5RuQhrSMddA52
old-school jacket,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLRepresent2.png,Purple,No,1800,450,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,theatrical,For sale,TopsTexTopOuterLRepresent2,7621,GxkqGCwj5gBAwJg6D
sushi chef's outfit,https://acnhcdn.com/acdb/tops/TopsTexTopCoatHItamae0.png,White,No,1800,450,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,work,For sale,TopsTexTopCoatHItamae0,3268,vkeKiMktDyh5p83vv
sushi chef's outfit,https://acnhcdn.com/acdb/tops/TopsTexTopCoatHItamae1.png,Dark blue,No,1800,450,Black,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,work,For sale,TopsTexTopCoatHItamae1,9204,gpgzNGtfQ9456Yezq
business suitcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSuits0.png,Black,No,1960,490,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,formal; party; theatrical; work,For sale,TopsTexTopYshirtsLSuits0,4363,LzQ8TynJGkTh4xXQa
business suitcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSuits1.png,Gray,No,1960,490,Gray,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,formal; party; theatrical; work,For sale,TopsTexTopYshirtsLSuits1,8279,jEGfEYEFh4arugxGp
business suitcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSuits2.png,Blue,No,1960,490,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,formal; party; theatrical; work,For sale,TopsTexTopYshirtsLSuits2,8280,AtaXqZdJkYv3icPLf
business suitcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSuits3.png,Berry red,No,1960,490,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,formal; party; theatrical; work,For sale,TopsTexTopYshirtsLSuits3,8281,8GPBwYBSaiSoNSFFz
business suitcoat,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLSuits4.png,Navy blue,No,1960,490,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cool,formal; party; theatrical; work,For sale,TopsTexTopYshirtsLSuits4,8282,rHnShnLknTj3MXrt4
emblem blazer,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBlazer0.png,Green,No,1960,490,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexTopYshirtsLBlazer0,3269,McjR5xxmfs7XvcAzp
emblem blazer,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBlazer1.png,Navy blue,No,1960,490,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexTopYshirtsLBlazer1,8109,gy9DWXDAexJYDrewK
emblem blazer,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBlazer2.png,Beige,No,1960,490,Brown,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexTopYshirtsLBlazer2,8110,TGS8o5dMpySdP32ZD
emblem blazer,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLBlazer3.png,Berry red,No,1960,490,Red,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,formal,For sale,TopsTexTopYshirtsLBlazer3,8111,2DXpovF8mqLzFsrEW
flashy jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLJacketgaudy0.png,White,No,1960,490,White,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,everyday,For sale,TopsTexTopYshirtsLJacketgaudy0,3265,bsknG2icWD6qRsZQM
flashy jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLJacketgaudy1.png,Black,No,1960,490,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,TopsTexTopYshirtsLJacketgaudy1,8104,WkyL8quGNgeG8mv2K
flashy jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLJacketgaudy2.png,Purple,No,1960,490,Purple,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,TopsTexTopYshirtsLJacketgaudy2,8105,ihbv8PYd7kmxEfuZg
flashy jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLJacketgaudy3.png,Berry red,No,1960,490,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,TopsTexTopYshirtsLJacketgaudy3,8106,JvpDnCmieBYpWQQqW
flashy jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLJacketgaudy4.png,Aquamarine,No,1960,490,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,TopsTexTopYshirtsLJacketgaudy4,8107,2a5o2ngDn2uM3Tsxa
flashy jacket,https://acnhcdn.com/acdb/tops/TopsTexTopYshirtsLJacketgaudy5.png,Yellow,No,1960,490,Yellow,Purple,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Gorgeous,formal; party; theatrical,For sale,TopsTexTopYshirtsLJacketgaudy5,8108,xxvyPserigxWRxBZk
peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLDuffleBeige.png,Beige,No,1960,490,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopCoatLDuffleBeige,4173,Giz5yd2diYYcxznBZ
peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLDuffleGray.png,Gray,No,1960,490,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopCoatLDuffleGray,4174,aLPjwntzLeK6gMoHe
peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLDuffleNavy.png,Navy blue,No,1960,490,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopCoatLDuffleNavy,2782,3tGQGwQ7vjAix9afJ
peacoat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLDuffleRed.png,Red,No,1960,490,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Simple,everyday,For sale,TopsTexTopCoatLDuffleRed,4172,X7PdAEz4tqocA53Gn
plushie-muffler coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLDoll0.png,Orange,No,1960,490,Light blue,Orange,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopCoatLDoll0,10909,36boMFqRb52J3RbG8
plushie-muffler coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLDoll1.png,Pink,No,1960,490,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopCoatLDoll1,12020,2WcKw4ra44ue3Tz8Y
plushie-muffler coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLDoll2.png,Gray,No,1960,490,Brown,Gray,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Cute,everyday,For sale,TopsTexTopCoatLDoll2,12035,mTBrCjdJQu2Xo9ECu
collarless coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLNocollar0.png,Gray,No,2000,500,Gray,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLNocollar0,3663,o8Y5mHHTmLb6nPErk
collarless coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLNocollar1.png,Beige,No,2000,500,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLNocollar1,8433,tE7G2a6GGgjhH6Gbm
collarless coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLNocollar2.png,Pink,No,2000,500,Pink,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; formal,For sale,TopsTexTopCoatLNocollar2,8434,Nxs4EjoNKMaBuNyN3
dragon jacket,https://acnhcdn.com/acdb/tops/TopsTexTopOuterLSukajandragonBlack.png,NA,No,2000,500,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Active,outdoorsy,For sale,TopsTexTopOuterLSukajandragonBlack,3256,P87yK7fWJs6bj6TYg
gown coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLGowncoat0.png,Brown,No,2000,500,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday,For sale,TopsTexTopCoatLGowncoat0,4286,WWZos8woz2LyfeqA2
gown coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLGowncoat1.png,Black,No,2000,500,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday,For sale,TopsTexTopCoatLGowncoat1,9226,m6dEhpScWvFMJWXJF
gown coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLGowncoat2.png,Blue,No,2000,500,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday,For sale,TopsTexTopCoatLGowncoat2,9227,XfeEePjPgnYnQyZ4G
gown coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLGowncoat3.png,Red,No,2000,500,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,everyday,For sale,TopsTexTopCoatLGowncoat3,9228,NJTbNME2aj2v6kogR
top coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLSoutiencollar0.png,Light blue,No,2000,500,Light blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopCoatLSoutiencollar0,4574,sifMA4GrfEWGk2LA4
top coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLSoutiencollar1.png,Beige,No,2000,500,Beige,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopCoatLSoutiencollar1,8455,AXtPAdDqRhdqL4vYF
top coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLSoutiencollar2.png,Brown,No,2000,500,Brown,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopCoatLSoutiencollar2,8456,a9Ke52BSuZszZDThr
top coat,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLSoutiencollar3.png,Pink,No,2000,500,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,1.0.0,Simple,everyday; vacation,For sale,TopsTexTopCoatLSoutiencollar3,8457,xq9bhY6vEchJFcXtk
cavalier shirt,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLGunknight0.png,Blue,No,2080,520,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; theatrical,For sale,TopsTexTopCoatLGunknight0,3233,nBndstHR8fhG5snhk
cavalier shirt,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLGunknight1.png,Red,No,2080,520,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; theatrical,For sale,TopsTexTopCoatLGunknight1,8229,fQpwGgZGNjkBSfZG9
cavalier shirt,https://acnhcdn.com/acdb/tops/TopsTexTopCoatLGunknight2.png,Green,No,2080,520,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,1.0.0,Elegant,fairy tale; theatrical,For sale,TopsTexTopCoatLGunknight2,8230,sMmfufcdocusmGzCM
